student_id,birth_date,state,campus,employment_type,declared_income_monthly,created_at
S001141,1998-11-15,SP,Campus Norte,Estágio,787.72,2022-05-25
S001142,1997-12-11,DF,Campus Norte,CLT,1562.36,2023-07-07
S001143,1992-10-26,RS,Campus Norte,Freelancer,628.5,2023-11-19
S001144,2008-09-22,MG,Centro,CLT,602.59,2024-02-24
S001145,1998-08-20,RS,Campus Norte,Sem renda,15855.92,2022-05-18
S001146,1992-12-25,PE,Campus Norte,Bolsista,1401.66,2023-05-04
S001147,1992-02-21,PR,Centro,Estágio,1702.75,2023-03-06
S001148,2002-06-12,MG,Campus Norte,Freelancer,1813.5,2024-05-16
S001149,2001-01-03,RJ,Online,Freelancer,1225.97,2024-10-23
S001150,1993-02-16,SP,Campus Norte,Estágio,3441.67,2024-12-27
S001151,2000-08-20,CE,Campus Norte,Estágio,1334.97,2022-05-15
S001152,2003-08-03,CE,Campus Norte,CLT,1338.35,2023-08-14
S001153,2007-02-06,PR,Online,Estágio,387.38,2024-10-13
S001154,2005-04-17,RS,Campus Sul,Sem renda,189.68,2024-05-03
S001155,1992-03-16,MG,Centro,CLT,1029.29,2022-02-13
S001156,2000-04-03,RS,Campus Norte,Estágio,7147.5,2024-11-30
S001157,1999-07-19,PR,Campus Sul,CLT,2623.44,2023-10-31
S001158,1994-10-22,MG,Campus Norte,Estágio,1264.67,2024-06-30
S001159,1995-05-19,SC,Campus Norte,Estágio,2398.35,2022-12-18
S001160,2001-04-16,PR,Centro,Estágio,7993.05,2022-04-07
S001161,2005-06-10,BA,Online,Sem renda,1531.54,2022-11-26
S001162,1992-05-06,RJ,Campus Sul,Estágio,2458.3,2022-11-11
S001163,2004-04-04,SP,Centro,Estágio,4148.5,2022-09-17
S001164,1995-05-12,RJ,Online,Estágio,1960.61,2022-03-13
S001165,1999-06-05,PE,Campus Norte,Estágio,1111.07,2022-11-29
S001166,1992-05-04,BA,Centro,CLT,1835.67,2024-10-19
S001167,2005-08-11,RJ,Online,Sem renda,1455.59,2024-11-05
S001168,1999-11-23,DF,Campus Sul,Bolsista,3741.78,2022-10-29
S001169,1991-12-15,DF,Campus Norte,Freelancer,1852.27,2024-09-07
S001170,2008-03-22,SC,Campus Norte,Sem renda,1651.91,2024-04-02
S001171,2002-08-12,DF,Centro,Freelancer,589.51,2023-02-04
S001172,1991-09-08,PR,Centro,Estágio,1207.0,2023-02-05
S001173,2009-02-18,SP,Online,Bolsista,1862.11,2022-06-28
S001174,1993-07-07,PR,Campus Sul,Estágio,789.04,2024-11-13
S001175,2008-11-12,MG,Centro,Bolsista,1099.66,2024-05-25
S001176,1998-07-12,BA,Campus Norte,Bolsista,4823.09,2023-09-23
S001177,1995-09-03,BA,Campus Sul,Bolsista,2112.03,2024-05-01
S001178,1995-05-06,MG,Centro,Estágio,1208.57,2024-05-18
S001179,1996-03-27,RJ,Campus Norte,Estágio,534.03,2023-03-02
S001180,2000-08-28,MG,Campus Norte,Freelancer,1264.84,2024-02-09
S001181,2007-01-14,PR,Centro,CLT,1643.09,2022-12-25
S001182,1992-08-23,SP,Online,Sem renda,1367.74,2023-02-13
S001183,2004-07-10,SC,Online,Sem renda,236.83,2023-09-11
S001184,1991-05-16,BA,Campus Sul,CLT,935.67,2022-02-24
S001185,2009-03-09,RJ,Centro,Freelancer,1667.52,2024-08-25
S001186,2006-11-22,RS,Centro,Sem renda,554.09,2024-10-04
S001187,2002-01-04,DF,Campus Norte,Freelancer,1449.03,2022-05-17
S001188,1998-10-16,DF,Campus Norte,CLT,1087.64,2024-09-01
S001189,2006-06-17,DF,Campus Norte,Estágio,671.53,2023-06-16
S001190,2004-10-02,SC,Campus Norte,Sem renda,2930.95,2022-10-05
S001191,1998-03-02,SP,Centro,Estágio,6057.82,2023-12-31
S001192,2008-05-10,MG,Campus Sul,CLT,1787.62,2024-11-18
S001193,2003-11-06,RJ,Campus Norte,Freelancer,3843.63,2022-12-09
S001194,1992-06-28,RJ,Centro,Sem renda,417.76,2023-09-09
S001195,2001-11-23,RS,Centro,Bolsista,189.17,2023-12-22
S001196,2005-01-05,RS,Centro,Estágio,3381.59,2024-09-20
S001197,1996-06-06,SP,Campus Norte,Freelancer,1166.92,2023-03-29
S001198,2003-09-20,PE,Centro,Estágio,1107.23,2024-12-25
S001199,1992-12-25,SP,Campus Sul,Freelancer,1523.49,2022-06-06
S001200,2006-03-01,RJ,Campus Sul,CLT,763.65,2024-01-13
S001201,2005-08-20,BA,Campus Sul,Bolsista,1100.17,2022-12-19
S001202,2000-01-24,CE,Centro,Freelancer,1508.25,2022-10-19
S001203,2002-05-05,PR,Campus Norte,Freelancer,1841.24,2024-05-20
S001204,2006-02-01,PE,Campus Sul,Estágio,754.55,2022-03-29
S001205,2003-02-02,CE,Campus Norte,Bolsista,2431.78,2022-05-02
S001206,1994-02-09,RJ,Campus Norte,CLT,4145.74,2022-01-22
S001207,2006-02-20,SC,Campus Norte,Bolsista,2840.86,2023-01-14
S001208,1998-01-03,RJ,Campus Sul,Freelancer,1749.35,2023-07-23
S001209,1991-06-12,RJ,Campus Sul,Sem renda,1834.78,2023-05-11
S001210,1993-10-03,RS,Campus Norte,Estágio,1498.49,2022-01-29
S001211,1993-04-23,CE,Centro,Freelancer,1628.29,2022-01-09
S001212,2006-04-17,DF,Online,Estágio,547.86,2023-01-15
S001213,1995-11-04,DF,Campus Sul,Bolsista,2442.6,2024-02-17
S001214,1996-04-17,SP,Campus Norte,Sem renda,758.53,2023-10-06
S001215,2006-08-04,SP,Centro,Bolsista,609.25,2024-01-10
S001216,2000-09-24,DF,Centro,Sem renda,3980.32,2022-08-25
S001217,1997-05-15,SC,Centro,CLT,655.2,2024-06-28
S001218,2002-09-14,PR,Campus Norte,Freelancer,2913.23,2023-01-22
S001219,2007-08-22,DF,Campus Norte,CLT,374.8,2024-10-03
S001220,2006-07-15,PR,Campus Sul,Freelancer,1165.12,2022-09-02
S001221,2005-07-13,CE,Campus Norte,Freelancer,1356.27,2022-12-12
S001222,2007-06-07,CE,Campus Sul,Freelancer,1427.91,2024-04-07
S001223,2006-04-27,RS,Campus Norte,CLT,445.55,2023-07-14
S001224,1997-06-16,SP,Centro,Freelancer,2419.54,2024-09-19
S001225,1993-05-05,PE,Campus Sul,Bolsista,3067.28,2023-05-29
S001226,1994-08-08,PE,Campus Sul,CLT,3232.79,2022-07-23
S001227,2008-02-16,BA,Online,Estágio,940.27,2024-02-23
S001228,1999-03-10,MG,Centro,Sem renda,344.37,2022-06-06
S001229,1993-08-26,RS,Centro,CLT,633.67,2024-10-16
S001230,1994-09-09,RS,Campus Sul,Bolsista,1089.38,2022-02-06
S001231,2008-07-04,PR,Campus Sul,Estágio,661.77,2024-02-10
S001232,1995-08-02,PR,Centro,CLT,13105.83,2023-09-13
S001233,2004-08-14,SC,Centro,Estágio,2198.86,2024-09-25
S001234,2006-10-22,DF,Campus Sul,Estágio,2070.41,2024-08-20
S001235,1994-09-28,CE,Centro,Sem renda,215.2,2023-06-24
S001236,1994-10-13,SC,Campus Norte,Estágio,2178.31,2023-08-06
S001237,1999-01-01,DF,Centro,Sem renda,1094.01,2024-01-21
S001238,1998-12-19,PR,Centro,Bolsista,16195.77,2023-11-30
S001239,1997-02-14,CE,Campus Norte,Freelancer,2250.83,2023-12-21
S001240,2008-11-08,DF,Campus Norte,CLT,2205.92,2022-06-23
S001241,2007-05-04,PR,Campus Sul,Estágio,452.69,2023-10-30
S001242,2008-08-22,DF,Campus Norte,Estágio,2667.89,2024-05-12
S001243,2001-01-23,MG,Campus Norte,Freelancer,319.5,2023-10-11
S001244,1997-10-13,DF,Campus Sul,Estágio,406.29,2024-09-27
S001245,2006-12-22,DF,Campus Sul,Estágio,1181.91,2023-11-27
S001246,2004-10-10,PR,Campus Sul,Sem renda,2489.39,2024-10-14
S001247,2007-09-07,RJ,Centro,Sem renda,177.77,2024-04-03
S001248,2002-10-24,PR,Centro,Sem renda,1053.02,2022-07-14
S001249,1991-06-09,DF,Online,Estágio,1765.28,2024-08-31
S001250,1996-04-12,PE,Campus Sul,Estágio,1239.77,2023-09-11
S001251,1993-05-14,SC,Campus Sul,Bolsista,1355.04,2024-04-28
S001252,1997-05-20,CE,Centro,CLT,619.51,2023-01-05
S001253,2009-11-23,DF,Centro,CLT,1656.47,2024-10-19
S001254,2003-11-27,DF,Campus Norte,Sem renda,755.17,2024-12-27
S001255,1996-10-24,CE,Centro,CLT,3126.44,2024-01-17
S001256,1995-03-08,RJ,Campus Sul,Estágio,1455.47,2023-09-07
S001257,1996-07-11,PR,Online,Freelancer,807.76,2023-02-21
S001258,1996-05-27,SC,Online,Freelancer,3376.2,2023-04-29
S001259,1997-04-04,RJ,Centro,Estágio,985.26,2023-09-28
S001260,1995-08-18,SC,Centro,Estágio,2543.18,2022-03-17
S001261,2003-03-09,PR,Campus Norte,Estágio,970.13,2023-07-23
S001262,1992-03-21,DF,Campus Sul,Estágio,1466.63,2024-09-22
S001263,2009-01-28,MG,Campus Norte,Freelancer,1818.76,2023-09-03
S001264,2007-07-12,RJ,Campus Norte,CLT,3070.57,2024-03-23
S001265,2005-04-04,RJ,Centro,CLT,1302.4,2022-09-05
S001266,1993-11-27,CE,Centro,Estágio,2749.58,2024-12-11
S001267,2001-08-03,SC,Online,CLT,2292.01,2023-10-04
S001268,1999-10-24,DF,Campus Sul,Estágio,1018.64,2023-04-29
S001269,1996-04-05,MG,Centro,CLT,989.45,2023-07-17
S001270,1995-07-09,DF,Campus Sul,Sem renda,297.95,2024-12-28
S001271,1998-12-04,SC,Online,Bolsista,858.08,2023-05-20
S001272,2001-03-12,BA,Campus Norte,Bolsista,1544.36,2023-09-24
S001273,2009-11-20,RS,Campus Sul,Bolsista,7128.86,2022-04-22
S001274,2002-05-18,DF,Campus Norte,Estágio,2080.74,2024-01-14
S001275,2006-09-28,CE,Online,Sem renda,2624.83,2022-01-17
S001276,1997-05-10,SC,Centro,CLT,1709.39,2023-04-28
S001277,2000-04-28,BA,Campus Norte,Bolsista,1793.4,2023-10-12
S001278,1996-01-09,RS,Online,CLT,2058.16,2024-10-03
S001279,1994-12-14,CE,Campus Norte,Freelancer,2269.97,2024-05-15
S001280,2006-03-23,MG,Campus Norte,Sem renda,295.68,2024-05-11
S001281,1992-12-11,PR,Campus Norte,Estágio,796.63,2022-04-17
S001282,2004-11-15,RJ,Online,CLT,1247.34,2024-03-31
S001283,2003-11-10,CE,Campus Sul,Sem renda,768.18,2022-11-20
S001284,2002-09-23,RJ,Centro,CLT,1066.83,2022-09-24
S001285,1996-06-15,RS,Campus Norte,Sem renda,1431.55,2023-06-18
S001286,2004-11-19,PE,Campus Sul,Estágio,578.53,2023-02-11
S001287,2007-07-12,BA,Online,Freelancer,2321.31,2023-04-05
S001288,2009-01-18,PE,Online,Estágio,669.85,2022-07-02
S001289,1995-04-09,PE,Campus Norte,Freelancer,1776.9,2024-04-01
S001290,1996-10-09,DF,Campus Sul,Sem renda,555.94,2022-12-15
S001291,1991-02-01,RS,Centro,Freelancer,1505.9,2024-07-18
S001292,1994-02-08,SP,Centro,CLT,1953.4,2023-06-30
S001293,2000-12-16,BA,Online,Estágio,969.74,2023-02-28
S001294,2003-05-24,DF,Centro,Estágio,1482.71,2024-04-16
S001295,2005-01-10,BA,Campus Sul,Sem renda,1647.57,2024-07-12
S001296,2002-06-19,MG,Campus Sul,Estágio,2130.06,2022-01-22
S001297,1994-03-28,RS,Campus Norte,Estágio,2814.41,2023-03-11
S001298,1997-12-14,SC,Campus Norte,CLT,1105.9,2022-07-15
S001299,1992-01-02,SC,Online,Estágio,1619.9,2023-12-27
S001300,2008-01-09,DF,Campus Norte,Estágio,1461.85,2024-03-19
S001301,1998-03-18,MG,Centro,CLT,3185.58,2022-12-14
S001302,1993-08-11,SC,Centro,Bolsista,1692.0,2023-10-12
S001303,1993-07-05,DF,Campus Norte,Estágio,1550.28,2022-09-19
S001304,1994-05-24,MG,Campus Sul,Freelancer,889.48,2023-06-24
S001305,2001-09-11,PE,Campus Norte,Sem renda,1498.24,2024-10-03
S001306,2005-09-28,DF,Campus Sul,Freelancer,2738.26,2024-06-20
S001307,2008-04-05,BA,Online,CLT,10470.09,2024-08-21
S001308,2001-03-23,BA,Online,Bolsista,691.52,2024-10-10
S001309,2008-08-12,CE,Campus Sul,Estágio,661.31,2024-07-26
S001310,1994-02-28,SP,Campus Sul,Estágio,2281.36,2023-12-17
S001311,2007-04-28,MG,Centro,Freelancer,2146.8,2024-11-07
S001312,2001-10-22,RJ,Campus Sul,Estágio,340.34,2022-01-09
S001313,1993-10-06,BA,Online,Estágio,183.13,2024-10-17
S001314,2006-06-01,RJ,Centro,CLT,1145.24,2022-09-07
S001315,1997-06-19,PR,Centro,Bolsista,1371.62,2023-10-25
S001316,2005-01-03,RS,Campus Sul,Estágio,1658.42,2024-09-09
S001317,1995-11-09,RJ,Campus Norte,Sem renda,488.9,2022-03-31
S001318,1995-06-24,RS,Campus Sul,Freelancer,606.6,2022-09-22
S001319,2003-01-26,RS,Centro,Bolsista,768.64,2022-04-24
S001320,2007-09-20,RJ,Centro,Freelancer,2177.53,2022-12-31
S001321,2002-07-03,RJ,Centro,Estágio,11619.12,2024-03-06
S001322,1997-05-21,CE,Campus Sul,Estágio,1169.71,2022-09-04
S001323,2000-08-26,MG,Campus Sul,Sem renda,594.05,2023-09-28
S001324,2005-06-22,SP,Campus Norte,Sem renda,2672.15,2023-02-14
S001325,1994-08-13,BA,Campus Norte,Sem renda,331.14,2024-05-16
S001326,2007-07-26,RJ,Centro,Bolsista,2264.88,2024-05-22
S001327,2007-01-17,RJ,Online,Freelancer,1860.53,2023-04-05
S001328,2005-08-17,RJ,Campus Sul,Sem renda,2891.39,2023-08-19
S001329,1995-07-03,CE,Campus Norte,Estágio,1326.7,2022-11-01
S001330,2005-11-10,SC,Online,Bolsista,2209.34,2023-08-29
S001331,1991-01-18,BA,Centro,CLT,395.76,2022-08-09
S001332,1993-07-14,PR,Campus Sul,Estágio,2146.21,2023-06-03
S001333,1998-05-19,PR,Campus Norte,Estágio,2052.77,2022-08-22
S001334,1995-03-26,RJ,Online,Estágio,1174.6,2022-06-20
S001335,1996-12-10,BA,Centro,Estágio,791.15,2024-07-10
S001336,2001-06-28,RS,Online,Freelancer,508.76,2022-06-10
S001337,2001-11-04,MG,Campus Norte,CLT,266.45,2024-03-19
S001338,2006-01-06,PR,Campus Norte,Sem renda,1829.47,2024-04-09
S001339,1994-05-20,RJ,Campus Norte,Bolsista,1515.53,2024-03-19
S001340,2000-02-05,DF,Campus Norte,Estágio,3174.17,2022-02-02
S001341,2003-01-07,SP,Campus Norte,Estágio,2560.44,2023-05-11
S001342,1996-11-28,SP,Campus Sul,Estágio,5443.3,2023-09-09
S001343,1995-03-16,DF,Centro,Estágio,1640.04,2022-11-09
S001344,1995-08-16,PE,Online,Estágio,5010.63,2023-05-12
S001345,2003-05-19,CE,Centro,Bolsista,2969.22,2023-11-15
S001346,2009-02-21,CE,Campus Norte,CLT,952.11,2024-05-01
S001347,1994-12-19,PR,Centro,Sem renda,879.96,2023-08-19
S001348,2008-08-13,CE,Centro,Estágio,3042.24,2024-09-26
S001349,2002-12-02,DF,Campus Norte,Sem renda,894.24,2023-10-09
S001350,1992-02-09,PE,Centro,Sem renda,1490.86,2024-08-27
S001351,2006-08-20,CE,Centro,Bolsista,1787.34,2024-06-12
S001352,2009-03-10,CE,Campus Sul,Freelancer,984.93,2024-06-16
S001353,2002-09-08,MG,Centro,Sem renda,525.91,2024-08-17
S001354,2005-05-24,PE,Online,Freelancer,1373.97,2024-01-08
S001355,1994-03-20,MG,Centro,Freelancer,554.87,2022-06-26
S001356,1994-03-06,CE,Campus Sul,Estágio,1563.1,2022-07-26
S001357,1996-08-10,BA,Campus Sul,Estágio,1307.38,2022-02-07
S001358,1998-05-12,PR,Campus Sul,Estágio,596.79,2024-10-28
S001359,2008-02-11,RS,Online,Estágio,1937.34,2022-09-05
S001360,1992-04-16,RS,Centro,Sem renda,1039.47,2023-12-29
S001361,2008-09-09,SC,Centro,Estágio,1725.33,2024-11-21
S001362,2006-12-02,DF,Campus Sul,Estágio,1369.0,2024-07-25
S001363,2006-02-26,RJ,Campus Sul,Estágio,1401.71,2022-07-28
S001364,1992-01-17,RJ,Campus Sul,Freelancer,1467.13,2023-02-25
S001365,1998-03-24,SC,Campus Sul,Freelancer,2667.31,2024-11-02
S001366,1994-12-28,DF,Centro,Sem renda,1995.52,2023-11-17
S001367,2005-02-28,BA,Campus Norte,Freelancer,1308.41,2022-01-14
S001368,2002-08-11,RJ,Online,CLT,1165.31,2023-06-29
S001369,1998-12-25,MG,Campus Sul,Bolsista,995.77,2023-05-18
S001370,2005-09-14,RS,Campus Sul,Freelancer,2754.0,2024-05-28
S001371,1996-07-15,RS,Centro,CLT,628.5,2024-01-11
S001372,2009-08-05,RJ,Campus Norte,Estágio,917.03,2024-11-25
S001373,2007-02-11,MG,Campus Sul,Sem renda,1527.14,2022-12-03
S001374,1996-01-13,RJ,Campus Sul,Estágio,2606.56,2022-11-06
S001375,1991-01-21,DF,Centro,Estágio,1544.78,2024-11-30
S001376,2000-07-13,DF,Online,CLT,1153.89,2023-09-16
S001377,1999-06-01,SC,Campus Sul,Estágio,1348.88,2022-10-28
S001378,1997-08-21,DF,Centro,CLT,482.95,2024-06-24
S001379,1998-11-13,PE,Campus Norte,Sem renda,3320.74,2022-06-22
S001380,2008-09-11,MG,Campus Norte,Estágio,840.85,2022-09-16
S001381,1993-09-10,PE,Online,Sem renda,1631.83,2023-10-02
S001382,1993-06-25,DF,Centro,Sem renda,501.52,2023-06-14
S001383,2002-05-24,CE,Campus Sul,Estágio,1356.51,2022-05-03
S001384,1998-05-21,SC,Campus Norte,Freelancer,2153.99,2022-09-13
S001385,1995-05-19,SC,Centro,Estágio,1455.53,2023-04-29
S001386,1991-10-23,DF,Campus Sul,CLT,3128.85,2024-12-28
S001387,2002-06-10,RS,Centro,Sem renda,1248.31,2022-10-14
S001388,1997-09-24,PE,Centro,Estágio,1252.57,2023-01-30
S001389,1998-08-04,PR,Campus Sul,Estágio,614.46,2024-04-23
S001390,2007-02-02,MG,Online,Bolsista,1973.51,2023-03-16
S001391,1995-02-12,PE,Centro,Estágio,2601.15,2024-11-28
S001392,1997-05-19,DF,Campus Sul,Estágio,3101.25,2024-06-20
S001393,1994-12-14,SC,Centro,Estágio,1117.68,2022-09-18
S001394,1994-12-15,MG,Campus Sul,CLT,1822.49,2024-12-19
S001395,2006-12-07,SC,Campus Sul,Freelancer,603.45,2022-11-18
S001396,1992-06-04,SC,Campus Norte,Sem renda,2803.3,2022-09-05
S001397,1998-10-10,RS,Online,CLT,2659.23,2024-01-31
S001398,2000-06-10,CE,Campus Norte,Bolsista,730.22,2022-10-20
S001399,2005-10-14,PE,Centro,Estágio,5620.1,2023-08-04
S001400,2003-03-27,DF,Campus Norte,Bolsista,170.13,2023-12-16
S001401,2007-01-14,PE,Campus Sul,Sem renda,2033.43,2024-07-15
S001402,1999-07-16,CE,Campus Norte,Estágio,966.17,2022-09-29
S001403,2005-09-21,DF,Centro,CLT,1237.37,2024-07-08
S001404,2005-12-11,RJ,Online,CLT,588.35,2024-04-18
S001405,1997-04-13,RJ,Online,Bolsista,171.18,2024-06-26
S001406,2001-11-03,DF,Campus Norte,Bolsista,2053.19,2023-09-25
S001407,1992-11-04,RJ,Online,Estágio,398.08,2022-04-19
S001408,1991-09-07,SP,Centro,Bolsista,2140.93,2022-02-08
S001409,2006-11-18,PR,Campus Norte,CLT,647.21,2023-02-26
S001410,2002-12-27,SC,Campus Sul,CLT,595.15,2024-12-28
S001411,1999-07-19,RS,Campus Norte,Estágio,6256.24,2022-02-17
S001412,1999-07-06,RJ,Campus Norte,Estágio,3195.53,2023-10-12
S001413,1997-05-03,PR,Centro,CLT,275.76,2022-12-11
S001414,2000-03-06,PR,Campus Norte,Estágio,280.08,2023-09-21
S001415,1996-11-06,MG,Campus Sul,Estágio,7541.83,2023-01-07
S001416,2009-12-02,MG,Online,Sem renda,252.28,2022-10-19
S001417,1996-06-09,MG,Campus Norte,Estágio,1480.24,2022-09-05
S001418,2008-04-08,RS,Online,Sem renda,1765.17,2024-10-06
S001419,1993-09-13,BA,Campus Sul,Freelancer,1762.32,2023-10-14
S001420,1995-09-14,SP,Campus Sul,Estágio,266.81,2023-04-24
S001421,2009-05-18,SP,Campus Norte,Bolsista,1548.03,2023-05-20
S001422,1992-11-26,RJ,Online,Estágio,1585.15,2024-07-02
S001423,2007-11-17,PE,Campus Norte,Sem renda,2335.61,2024-02-04
S001424,1992-03-26,SP,Campus Sul,Estágio,2905.93,2024-07-14
S001425,2008-01-27,MG,Campus Norte,Sem renda,4007.47,2023-08-16
S001426,2004-01-02,RJ,Campus Norte,Estágio,675.64,2023-05-29
S001427,1997-06-27,CE,Campus Norte,Bolsista,4238.52,2024-11-11
S001428,2000-01-06,RJ,Campus Norte,Estágio,1033.57,2023-09-08
S001429,2007-07-23,CE,Campus Norte,Sem renda,1703.58,2023-07-27
S001430,1996-04-20,MG,Campus Norte,Freelancer,1516.69,2023-12-03
S001431,2001-12-15,CE,Campus Norte,Estágio,856.34,2023-10-21
S001432,1999-04-15,BA,Online,Estágio,4452.85,2022-10-01
S001433,2009-10-16,PR,Campus Norte,Estágio,2133.48,2022-12-22
S001434,1996-09-23,DF,Centro,CLT,1763.7,2022-06-16
S001435,2007-09-01,PE,Centro,Estágio,1270.53,2024-06-30
S001436,2006-06-27,PR,Campus Norte,Freelancer,903.33,2024-03-03
S001437,2004-12-01,MG,Campus Sul,Freelancer,3428.78,2023-01-31
S001438,1995-01-08,DF,Centro,CLT,1541.29,2024-01-03
S001439,2003-02-27,RS,Centro,Bolsista,4021.0,2023-03-29
S001440,2002-08-12,PE,Campus Norte,CLT,11780.42,2023-03-05
S001441,2009-04-27,SC,Centro,Estágio,1093.02,2023-07-23
S001442,1991-09-16,PE,Campus Sul,Sem renda,1131.85,2022-12-26
S001443,2007-10-05,MG,Online,Bolsista,3615.8,2023-04-12
S001444,1993-12-26,PE,Campus Norte,Estágio,1234.22,2022-02-17
S001445,1992-10-09,MG,Campus Sul,Freelancer,1434.0,2022-01-05
S001446,1996-11-22,MG,Centro,CLT,410.97,2023-10-24
S001447,1996-07-09,BA,Campus Norte,Sem renda,866.71,2024-10-11
S001448,1998-09-25,SC,Campus Sul,CLT,4545.15,2022-04-07
S001449,2001-07-18,PR,Campus Sul,Sem renda,285.54,2023-02-03
S001450,1999-02-19,DF,Campus Norte,Sem renda,1691.11,2023-04-08
S001451,1996-02-08,DF,Online,CLT,910.86,2022-05-09
S001452,2006-01-16,RJ,Online,Estágio,372.77,2023-11-16
S001453,2001-04-04,CE,Centro,CLT,760.51,2022-04-22
S001454,1999-09-26,PR,Campus Norte,CLT,401.3,2024-06-17
S001455,2006-11-15,DF,Campus Sul,Sem renda,1383.34,2022-05-05
S001456,2008-07-11,BA,Campus Norte,Freelancer,2222.09,2022-09-19
S001457,2008-08-02,SC,Online,Estágio,3696.27,2022-05-15
S001458,2006-11-02,RJ,Campus Norte,Estágio,1400.0,2024-02-21
S001459,1997-02-20,DF,Online,Sem renda,2224.4,2022-01-22
S001460,1995-07-15,PR,Online,Estágio,386.75,2022-07-27
S001461,1999-11-22,MG,Centro,CLT,2130.57,2023-11-04
S001462,1991-04-04,SC,Centro,Estágio,915.7,2022-05-19
S001463,1991-04-19,RJ,Campus Norte,Bolsista,1655.62,2023-12-29
S001464,1996-08-24,PE,Campus Sul,Estágio,972.13,2022-10-09
S001465,2008-01-05,BA,Centro,CLT,2091.82,2024-01-03
S001466,2000-10-18,DF,Campus Norte,Freelancer,2025.79,2023-09-25
S001467,1999-05-12,SP,Campus Sul,Bolsista,1563.23,2022-10-24
S001468,2008-04-17,PR,Campus Norte,Estágio,1870.01,2022-04-22
S001469,1996-06-07,MG,Campus Sul,Sem renda,3298.76,2023-02-17
S001470,2007-06-07,PR,Campus Norte,Estágio,2527.48,2024-08-15
S001471,1999-10-19,BA,Campus Sul,Estágio,1567.65,2024-05-07
S001472,1999-03-04,SP,Campus Norte,Freelancer,1703.97,2022-03-28
S001473,1994-04-01,RS,Campus Norte,Bolsista,2280.77,2024-08-13
S001474,2003-04-16,BA,Campus Sul,Estágio,1210.5,2023-11-10
S001475,1997-04-13,SC,Campus Sul,Sem renda,6085.14,2024-01-14
S001476,2009-02-12,BA,Campus Norte,Freelancer,10983.0,2023-08-19
S001477,1995-04-21,MG,Centro,Estágio,1749.76,2022-03-31
S001478,2009-04-07,SC,Online,CLT,1206.13,2023-06-21
S001479,2004-06-28,PR,Campus Sul,CLT,1046.2,2022-02-14
S001480,2004-05-04,CE,Campus Norte,Sem renda,6992.34,2024-02-16
S001481,2006-06-07,MG,Centro,Estágio,1343.26,2024-02-02
S001482,2004-09-26,MG,Campus Norte,Freelancer,2094.95,2022-05-14
S001483,2006-03-05,PR,Campus Norte,CLT,1918.38,2024-02-14
S001484,1998-06-20,PE,Campus Norte,Bolsista,996.78,2022-04-05
S001485,1991-04-28,RJ,Campus Norte,Sem renda,2866.86,2023-11-03
S001486,2002-01-21,DF,Campus Sul,Estágio,2211.5,2024-11-06
S001487,1991-08-07,PE,Campus Norte,Sem renda,1548.12,2022-05-13
S001488,2004-09-13,RJ,Campus Norte,Estágio,1050.86,2024-11-08
S001489,1998-08-17,RJ,Campus Sul,Freelancer,1182.06,2024-02-05
S001490,1993-12-16,DF,Campus Sul,Estágio,1917.02,2023-07-04
S001491,1991-07-21,BA,Campus Norte,Sem renda,1210.92,2022-03-16
S001492,2003-04-07,DF,Campus Sul,Estágio,1549.61,2023-03-24
S001493,2000-07-13,SP,Centro,Sem renda,484.06,2024-02-06
S001494,2001-09-03,MG,Campus Sul,CLT,326.98,2024-06-29
S001495,1993-06-08,RJ,Campus Sul,Sem renda,3180.44,2023-11-20
S001496,1996-08-15,SP,Campus Sul,Sem renda,1605.88,2024-10-15
S001497,1999-05-13,MG,Centro,Bolsista,8559.44,2023-06-28
S001498,2007-06-03,RS,Campus Sul,CLT,1143.83,2022-06-10
S001499,2001-04-04,DF,Centro,Bolsista,1464.98,2023-02-15
S001500,1999-04-22,MG,Centro,Estágio,819.86,2023-07-17
S001501,2003-12-20,MG,Campus Sul,Freelancer,2162.16,2023-06-19
S001502,2009-05-10,CE,Campus Norte,CLT,1585.15,2024-04-07
S001503,1997-10-25,CE,Campus Norte,CLT,2354.86,2024-11-15
S001504,2005-07-08,PR,Campus Sul,Estágio,980.76,2024-08-29
S001505,2002-09-19,SC,Centro,Estágio,2351.24,2024-08-02
S001506,1999-02-11,DF,Centro,Estágio,1051.35,2024-05-05
S001507,2003-08-15,DF,Campus Sul,Sem renda,199.33,2022-10-12
S001508,1991-03-10,PE,Campus Norte,Estágio,347.01,2023-12-28
S001509,1999-04-14,PE,Campus Norte,Estágio,2378.25,2023-09-06
S001510,1999-10-01,DF,Campus Norte,Freelancer,366.62,2022-10-12
S001511,2005-06-19,PE,Campus Sul,CLT,2638.13,2024-03-11
S001512,1997-04-13,MG,Campus Norte,Estágio,851.94,2024-08-30
S001513,2006-06-19,SP,Centro,CLT,1682.09,2023-09-16
S001514,2007-03-04,SC,Campus Norte,Estágio,3712.24,2024-09-27
S001515,2009-03-07,DF,Online,Estágio,2801.47,2023-08-05
S001516,2003-04-10,PR,Centro,Freelancer,177.95,2022-04-28
S001517,1998-09-01,PE,Centro,Freelancer,1952.29,2024-04-21
S001518,1997-03-04,DF,Campus Norte,Estágio,1257.4,2022-05-21
S001519,1997-04-05,MG,Online,Freelancer,2640.99,2024-08-30
S001520,2004-10-19,RS,Centro,Estágio,2756.86,2024-10-26
