application_id,student_id,application_date,requested_amount,installments,purpose,has_guarantor,rent_expense,other_debts,channel
A001012,S001375,2024-05-28,1888.29,9,Notebook,0,950.0,0.0,App
A001013,S000387,2024-06-22,2547.1,12,Transporte,0,950.0,209.03,App
A001014,S000609,2024-10-02,3155.11,12,Transporte,0,1200.0,620.51,App
A001015,S001240,2024-05-18,2754.81,12,Intercâmbio,1,950.0,395.56,App
A001016,S000614,2024-10-30,2648.38,6,Intercâmbio,1,400.0,0.0,App
A001017,S001596,2024-06-08,903.03,12,Curso,0,950.0,100.11,App
A001018,S001782,2024-02-08,2475.23,12,Moradia,0,1600.0,65.04,App
A001019,S000581,2024-04-27,892.27,12,Notebook,1,1200.0,702.05,App
A001020,S000529,2024-07-08,1348.28,9,Transporte,1,400.0,1308.42,Agência
A001021,S001403,2024-12-29,2280.14,9,Notebook,1,1600.0,180.3,App
A001022,S000597,2024-03-21,6046.93,6,Moradia,0,400.0,0.0,WhatsApp
A001023,S000829,2024-03-18,3067.15,6,Notebook,0,400.0,378.25,App
A001024,S000870,2024-08-16,860.82,9,Curso,1,1200.0,0.0,Web
A001025,S001573,2024-03-20,2465.6,12,Notebook,1,1200.0,580.19,App
A001026,S000998,2024-03-03,1216.25,18,Saúde,0,1600.0,0.0,WhatsApp
A001027,S000453,2024-11-27,731.52,6,Moradia,0,0.0,340.25,App
A001028,S000033,2024-09-13,2057.42,24,Moradia,0,950.0,0.0,App
A001029,S000545,2024-03-31,1838.48,6,Notebook,0,1200.0,355.09,App
A001030,S000272,2024-02-21,2835.67,6,Taxas/Documentos,0,0.0,236.7,Web
A001031,S000872,2025-01-10,1488.48,12,Transporte,1,1200.0,131.79,Agência
A001032,S000809,2025-01-11,2080.35,18,Moradia,0,400.0,1773.85,Web
A001033,S001551,2025-01-21,1281.52,6,Curso,0,1600.0,190.29,Agência
A001034,S001704,2024-07-16,724.36,24,Notebook,1,1600.0,323.24,Web
A001035,S000858,2024-02-04,2743.53,6,Notebook,0,950.0,379.46,App
A001036,S001542,2024-11-13,2814.01,6,Moradia,0,1600.0,165.51,App
A001037,S001366,2024-12-18,4033.46,18,Taxas/Documentos,0,950.0,594.15,App
A001038,S001020,2024-10-17,838.79,24,Curso,0,400.0,0.0,WhatsApp
A001039,S001029,2024-04-13,3168.83,3,Notebook,0,0.0,2749.4,WhatsApp
A001040,S000565,2024-03-03,4294.56,3,Saúde,1,0.0,493.2,App
A001041,S000978,2024-02-10,5160.01,9,Curso,0,400.0,213.21,Web
A001042,S001547,2025-01-20,1180.69,6,Saúde,1,1200.0,182.65,App
A001043,S000911,2024-04-15,4659.31,3,Curso,0,1600.0,165.0,WhatsApp
A001044,S000311,2024-12-03,1628.39,6,Taxas/Documentos,0,700.0,183.56,App
A001045,S000868,2024-08-19,9197.05,18,Intercâmbio,1,700.0,19.35,Web
A001046,S000912,2024-12-14,1509.74,18,Moradia,0,950.0,548.05,Web
A001047,S000646,2024-10-25,3255.84,18,Moradia,1,700.0,894.96,Web
A001048,S001427,2024-09-11,2241.22,9,Curso,0,1200.0,776.77,Web
A001049,S000128,2024-07-16,3192.8,12,Saúde,0,1200.0,603.75,WhatsApp
A001050,S001464,2024-10-28,5506.28,12,Intercâmbio,0,700.0,1573.25,Web
A001051,S000762,2024-07-15,1889.03,18,Saúde,0,1200.0,511.42,App
A001052,S001555,2024-03-06,1081.99,3,Intercâmbio,1,2200.0,0.0,App
A001053,S001458,2024-08-18,2255.68,18,Curso,0,400.0,0.0,App
A001054,S000718,2024-10-12,1378.46,9,Intercâmbio,1,700.0,1712.89,App
A001055,S001614,2024-04-27,2854.04,12,Saúde,0,700.0,441.79,Web
A001056,S000227,2024-03-05,900.16,9,Taxas/Documentos,1,700.0,662.14,App
A001057,S001474,2024-07-13,1599.66,3,Curso,0,400.0,608.64,Agência
A001058,S000291,2024-10-05,2491.35,9,Saúde,0,1200.0,326.19,App
A001059,S000252,2024-09-28,3614.53,24,Curso,1,1200.0,556.09,Agência
A001060,S000124,2024-09-08,1479.42,6,Notebook,0,1200.0,74.47,Web
A001061,S001035,2025-01-23,6650.4,6,Transporte,0,1200.0,0.0,App
A001062,S001461,2024-09-30,2277.69,12,Transporte,0,700.0,383.01,Agência
A001063,S000288,2024-03-06,5368.16,24,Taxas/Documentos,0,1600.0,27.93,App
A001064,S001581,2024-11-04,2872.9,3,Transporte,0,1200.0,0.0,WhatsApp
A001065,S001336,2024-06-12,919.39,18,Moradia,0,400.0,647.23,App
A001066,S000948,2024-05-23,8794.85,9,Moradia,0,700.0,1041.93,WhatsApp
A001067,S000275,2024-11-10,1364.7,24,Notebook,0,700.0,281.96,App
A001068,S000188,2025-01-26,848.0,3,Notebook,0,950.0,550.47,WhatsApp
A001069,S000836,2024-11-10,1198.23,6,Intercâmbio,1,950.0,45.85,WhatsApp
A001070,S000185,2024-02-19,894.83,9,Moradia,1,0.0,51.53,App
A001071,S000622,2024-06-03,2302.73,9,Curso,1,700.0,833.43,Web
A001072,S000787,2024-08-09,2657.95,6,Moradia,0,1200.0,0.0,Web
A001073,S001315,2024-11-17,2818.74,6,Saúde,0,2200.0,0.0,App
A001074,S000236,2024-06-05,3440.41,12,Taxas/Documentos,1,400.0,46.57,App
A001075,S001531,2024-12-05,1465.14,9,Notebook,0,1200.0,748.46,Agência
A001076,S001768,2024-02-04,3421.66,6,Transporte,0,0.0,317.38,App
A001077,S000704,2024-03-13,4569.01,9,Moradia,0,950.0,253.47,App
A001078,S001104,2024-08-13,1493.24,9,Curso,1,700.0,0.0,Agência
A001079,S000339,2024-02-02,2256.31,12,Curso,1,400.0,313.3,Web
A001080,S000575,2024-08-12,4250.89,3,Notebook,0,700.0,587.47,App
A001081,S000190,2024-03-04,5102.59,9,Transporte,1,950.0,74.93,Web
A001082,S000072,2025-01-17,2777.7,24,Moradia,0,700.0,630.26,App
A001083,S001440,2024-07-27,4716.7,3,Saúde,1,2200.0,1675.25,Web
A001084,S001523,2024-03-06,5652.6,12,Intercâmbio,0,1600.0,264.04,WhatsApp
A001085,S001624,2024-10-28,1384.56,6,Moradia,0,1200.0,0.83,App
A001086,S001255,2024-04-17,1359.69,12,Notebook,1,700.0,230.28,Agência
A001087,S001176,2024-09-08,4288.25,12,Moradia,0,1200.0,745.69,App
A001088,S000665,2024-09-07,1830.49,12,Moradia,1,700.0,554.03,App
A001089,S000789,2024-07-03,763.4,9,Taxas/Documentos,1,950.0,594.21,WhatsApp
A001090,S000731,2024-03-11,2744.31,9,Notebook,0,700.0,561.49,App
A001091,S001134,2024-10-03,869.95,12,Notebook,0,0.0,3.32,App
A001092,S001146,2024-03-01,2648.23,12,Transporte,0,1200.0,0.0,Web
A001093,S000466,2024-07-04,4707.06,9,Moradia,0,0.0,308.62,App
A001094,S001541,2024-08-16,2652.05,18,Saúde,0,950.0,645.57,App
A001095,S001324,2024-07-23,1501.5,12,Taxas/Documentos,1,700.0,0.0,WhatsApp
A001096,S000135,2025-01-04,915.56,12,Curso,0,700.0,136.38,Web
A001097,S001352,2024-08-17,1371.72,9,Taxas/Documentos,0,1200.0,0.0,App
A001098,S001793,2024-10-27,844.64,12,Notebook,0,1200.0,564.0,Web
A001099,S001235,2024-04-07,2075.88,12,Intercâmbio,0,2200.0,608.4,Web
A001100,S000639,2025-01-31,1322.75,9,Taxas/Documentos,1,1200.0,1122.48,App
A001101,S000328,2024-03-13,750.7,9,Saúde,1,950.0,1246.92,App
A001102,S001627,2024-12-17,5921.26,24,Saúde,0,950.0,0.0,App
A001103,S001280,2024-05-19,2276.88,6,Moradia,0,1200.0,167.6,App
A001104,S001119,2024-02-09,8494.31,9,Transporte,0,950.0,248.99,App
A001105,S000093,2024-02-20,2693.43,12,Intercâmbio,1,1600.0,515.6,Web
A001106,S001632,2024-04-22,843.92,3,Moradia,0,400.0,277.21,WhatsApp
A001107,S001673,2024-10-16,2118.54,12,Curso,1,700.0,228.23,App
A001108,S001208,2025-01-21,2292.9,12,Intercâmbio,1,400.0,0.0,Web
A001109,S000735,2024-05-27,2802.19,12,Curso,1,0.0,1207.22,App
A001110,S000959,2024-09-24,1354.46,12,Saúde,0,700.0,249.42,Agência
A001111,S000753,2025-01-19,1941.68,3,Curso,0,950.0,305.23,App
A001112,S001292,2024-12-26,1294.8,6,Notebook,0,1200.0,1130.48,Web
A001113,S000211,2024-11-29,6404.93,3,Transporte,0,1200.0,0.0,App
A001114,S001756,2024-04-11,2296.63,9,Intercâmbio,0,700.0,357.16,WhatsApp
A001115,S000065,2024-07-22,2470.5,9,Intercâmbio,0,1600.0,395.86,App
A001116,S001248,2024-02-04,796.74,12,Saúde,0,0.0,67.57,Web
A001117,S000396,2024-06-14,2275.8,12,Taxas/Documentos,0,1600.0,19.59,Agência
A001118,S001197,2024-03-12,1875.43,12,Intercâmbio,0,950.0,690.9,App
A001119,S000396,2024-02-12,2552.1,12,Notebook,1,700.0,0.0,Agência
A001120,S001215,2024-06-10,1199.21,6,Saúde,0,950.0,0.0,Agência
A001121,S001500,2024-04-20,1199.79,9,Transporte,1,2200.0,578.84,App
A001122,S001463,2024-08-10,1677.39,6,Transporte,0,700.0,339.27,Agência
A001123,S000664,2024-12-15,1482.43,3,Transporte,1,1600.0,599.47,Agência
A001124,S001447,2024-04-05,5487.35,12,Moradia,0,1600.0,0.0,WhatsApp
A001125,S000347,2024-03-08,752.6,9,Transporte,0,2200.0,0.0,Agência
A001126,S000531,2024-05-31,1283.06,12,Notebook,0,1200.0,0.0,Agência
A001127,S001541,2024-05-14,740.43,6,Moradia,0,700.0,1415.79,WhatsApp
A001128,S000303,2024-07-11,2712.92,12,Saúde,0,1600.0,233.45,App
A001129,S001082,2024-03-27,1220.62,12,Notebook,1,1600.0,0.0,App
A001130,S000482,2024-05-08,2199.22,9,Moradia,1,700.0,22.39,WhatsApp
A001131,S001337,2024-07-28,1703.16,6,Moradia,1,950.0,0.0,Web
A001132,S000876,2024-12-18,2212.14,9,Moradia,0,1200.0,0.0,Web
A001133,S000466,2024-04-04,2079.81,12,Saúde,1,950.0,172.35,App
A001134,S001375,2024-06-04,1362.25,9,Moradia,0,700.0,0.0,WhatsApp
A001135,S001009,2024-05-16,2248.43,12,Saúde,0,1600.0,836.61,Web
A001136,S001427,2024-09-03,6556.37,6,Curso,0,700.0,654.34,App
A001137,S000962,2024-12-14,4351.54,6,Notebook,0,0.0,153.07,App
A001138,S000111,2024-04-04,761.91,6,Intercâmbio,0,950.0,0.0,App
A001139,S000433,2024-08-08,2176.93,12,Taxas/Documentos,1,950.0,0.0,Web
A001140,S001488,2024-04-18,2193.94,6,Curso,0,0.0,0.0,App
A001141,S000157,2024-03-11,2215.51,6,Intercâmbio,0,0.0,867.47,Web
A001142,S000213,2024-02-16,2634.72,9,Intercâmbio,0,1600.0,45.21,Agência
A001143,S001173,2025-01-05,2563.02,18,Curso,1,1600.0,622.29,Web
A001144,S001497,2024-10-04,2549.27,3,Transporte,0,0.0,1298.92,App
A001145,S001198,2024-05-23,5425.74,9,Curso,1,950.0,211.32,Web
A001146,S000424,2024-12-31,4819.86,24,Intercâmbio,0,700.0,474.06,WhatsApp
A001147,S001686,2024-10-22,2761.77,12,Notebook,0,2200.0,0.0,App
A001148,S001650,2024-03-14,2302.12,12,Taxas/Documentos,0,1200.0,423.83,App
A001149,S001291,2024-11-14,3402.35,9,Saúde,0,950.0,16.98,App
A001150,S001663,2024-02-11,5013.98,9,Saúde,0,1200.0,499.05,Web
A001151,S000332,2024-10-19,1430.12,12,Notebook,1,1200.0,0.0,App
A001152,S000314,2024-08-27,2878.4,9,Intercâmbio,0,1200.0,174.03,App
A001153,S001346,2024-10-17,3682.08,12,Taxas/Documentos,0,400.0,944.57,App
A001154,S001303,2024-04-02,2813.0,18,Moradia,0,1200.0,353.71,WhatsApp
A001155,S000545,2024-07-12,823.81,18,Curso,0,950.0,193.49,App
A001156,S001320,2024-10-23,1275.22,9,Curso,0,950.0,589.04,App
A001157,S000864,2024-11-04,2431.57,9,Intercâmbio,0,400.0,0.0,App
A001158,S000509,2024-08-08,5009.68,12,Notebook,1,1600.0,26.15,Agência
A001159,S001036,2024-02-05,2847.09,12,Notebook,1,0.0,30.93,App
A001160,S000743,2024-10-26,2737.92,9,Notebook,0,1200.0,672.56,App
A001161,S001585,2025-01-03,892.92,12,Saúde,1,400.0,714.61,App
A001162,S001680,2024-10-14,8148.69,12,Curso,1,400.0,279.57,WhatsApp
A001163,S000075,2024-11-11,1106.63,18,Moradia,0,700.0,0.0,App
A001164,S001014,2024-05-02,4509.78,12,Notebook,1,700.0,7.01,Web
A001165,S000573,2024-06-13,5904.7,6,Saúde,1,2200.0,0.0,Agência
A001166,S000560,2024-05-13,2767.83,9,Curso,0,700.0,197.94,Web
A001167,S001344,2024-11-21,2203.9,12,Taxas/Documentos,1,1600.0,0.0,Web
A001168,S001085,2024-12-21,6064.93,9,Curso,1,700.0,232.99,Web
A001169,S001478,2024-10-21,1137.93,24,Taxas/Documentos,0,700.0,0.0,WhatsApp
A001170,S000560,2024-11-25,1084.17,9,Notebook,0,1600.0,1171.35,Agência
A001171,S000381,2024-09-29,3878.0,3,Saúde,0,700.0,0.0,App
A001172,S000060,2024-11-22,3003.21,3,Saúde,0,400.0,229.32,Web
A001173,S000083,2024-08-09,1134.9,9,Transporte,1,700.0,374.16,WhatsApp
A001174,S000524,2024-04-19,806.57,9,Intercâmbio,0,0.0,27.98,Agência
A001175,S001312,2024-11-25,1252.08,6,Intercâmbio,0,400.0,0.0,App
A001176,S001132,2024-07-04,4023.0,3,Moradia,0,400.0,0.0,App
A001177,S000950,2024-11-22,2252.47,6,Taxas/Documentos,0,700.0,221.85,Web
A001178,S001127,2024-05-17,2650.21,6,Intercâmbio,1,2200.0,217.05,Web
A001179,S001690,2024-12-28,3766.97,9,Notebook,0,2200.0,235.11,Agência
A001180,S001379,2024-03-27,7342.63,18,Intercâmbio,0,400.0,193.5,App
A001181,S000688,2024-08-19,6770.84,9,Intercâmbio,0,1200.0,578.8,Agência
A001182,S000732,2024-08-11,2229.22,18,Saúde,0,700.0,785.45,App
A001183,S000854,2024-03-26,1262.94,9,Notebook,0,700.0,405.96,Web
A001184,S000560,2024-06-06,3170.44,12,Taxas/Documentos,0,950.0,920.44,Web
A001185,S001710,2024-06-09,1254.88,3,Intercâmbio,0,1200.0,52.98,WhatsApp
A001186,S000698,2024-07-16,1246.16,6,Taxas/Documentos,0,700.0,667.69,App
A001187,S000495,2024-11-17,3018.99,6,Intercâmbio,1,700.0,0.0,App
A001188,S001673,2024-05-07,3294.6,9,Moradia,0,2200.0,0.0,App
A001189,S001336,2024-09-01,2864.02,12,Notebook,0,700.0,0.0,WhatsApp
A001190,S000390,2024-07-26,4176.52,9,Transporte,0,2200.0,260.88,Web
A001191,S001398,2024-10-17,1149.3,18,Notebook,0,1200.0,0.0,App
A001192,S001372,2024-09-30,4561.61,24,Curso,0,1200.0,3141.37,WhatsApp
A001193,S000736,2024-11-30,5706.21,12,Moradia,1,1200.0,0.0,App
A001194,S000774,2024-03-16,1378.93,18,Saúde,0,700.0,0.0,Web
A001195,S001442,2025-01-03,2638.85,9,Moradia,0,0.0,0.0,Agência
A001196,S000869,2024-10-23,3123.66,24,Curso,0,700.0,509.17,Web
A001197,S001367,2024-11-26,2538.23,9,Moradia,1,700.0,0.0,Web
A001198,S000121,2024-12-07,3797.12,9,Notebook,0,700.0,715.53,Web
A001199,S001641,2024-07-29,3243.97,9,Intercâmbio,0,950.0,0.0,App
A001200,S000964,2024-10-05,7904.2,24,Intercâmbio,0,950.0,460.36,App
A001201,S000089,2024-03-21,3912.11,6,Intercâmbio,1,1200.0,0.0,App
A001202,S000526,2024-05-01,2290.77,12,Saúde,0,1200.0,349.37,App
A001203,S000342,2024-12-24,7329.38,9,Saúde,0,1200.0,391.36,Agência
A001204,S000696,2024-11-28,5925.69,24,Moradia,1,2200.0,198.89,App
A001205,S000856,2024-07-29,3033.95,12,Intercâmbio,0,1200.0,1878.95,Web
A001206,S001068,2024-07-30,1345.29,24,Saúde,1,950.0,406.89,App
A001207,S000356,2024-11-27,1257.25,6,Curso,1,700.0,0.0,Agência
A001208,S001601,2024-08-04,2277.42,18,Intercâmbio,1,0.0,253.8,App
A001209,S000047,2024-07-04,1301.37,12,Saúde,1,400.0,0.0,App
A001210,S000592,2024-02-10,856.44,12,Taxas/Documentos,0,2200.0,731.06,App
A001211,S001643,2024-10-31,1144.71,3,Intercâmbio,0,2200.0,0.0,Web
A001212,S001053,2024-06-27,2166.6,9,Moradia,1,950.0,576.3,App
A001213,S001094,2025-01-31,1690.49,9,Intercâmbio,1,2200.0,631.48,Agência
A001214,S001391,2024-03-05,2730.37,6,Moradia,0,950.0,87.06,Agência
A001215,S001092,2024-06-25,5119.0,12,Intercâmbio,1,950.0,915.43,Agência
A001216,S000662,2024-07-11,4723.56,9,Curso,1,950.0,806.47,App
A001217,S000904,2024-04-07,2818.93,12,Notebook,0,1600.0,0.0,App
A001218,S000886,2024-09-10,7192.99,6,Taxas/Documentos,0,1200.0,219.19,App
A001219,S001226,2024-02-07,2817.28,6,Transporte,0,1200.0,70.56,Agência
A001220,S001302,2024-10-17,1707.02,18,Saúde,0,1600.0,1313.42,App
A001221,S001190,2024-05-30,1326.09,12,Transporte,1,950.0,500.15,App
A001222,S001328,2024-05-24,2022.19,24,Intercâmbio,0,1200.0,244.34,App
A001223,S000869,2024-12-12,2789.24,18,Saúde,0,1200.0,38.24,App
A001224,S001434,2024-02-18,7419.69,6,Saúde,0,700.0,417.74,Web
A001225,S000953,2024-09-04,5604.02,18,Curso,1,950.0,0.0,App
A001226,S000897,2024-06-08,2398.15,12,Moradia,0,400.0,736.86,App
A001227,S000441,2024-02-04,2407.33,9,Curso,1,1200.0,18.39,App
A001228,S001161,2024-09-21,1153.2,18,Curso,0,0.0,0.0,App
A001229,S000110,2024-07-22,6770.16,24,Taxas/Documentos,0,2200.0,0.0,App
A001230,S001617,2025-01-21,899.03,12,Intercâmbio,1,950.0,2357.24,App
A001231,S001377,2024-05-16,7099.5,12,Intercâmbio,0,400.0,0.0,Agência
A001232,S000399,2024-06-28,4462.81,9,Moradia,0,1200.0,424.33,WhatsApp
A001233,S001770,2024-05-27,5615.82,6,Moradia,0,1600.0,388.38,App
A001234,S001529,2024-09-28,734.84,3,Curso,0,1200.0,1690.44,Web
A001235,S001486,2025-01-16,3324.49,6,Notebook,1,1200.0,0.0,App
A001236,S000998,2024-12-15,1476.99,12,Curso,0,2200.0,401.59,Web
A001237,S000866,2024-03-21,2287.56,3,Moradia,0,2200.0,0.0,App
A001238,S001027,2024-08-01,1143.44,18,Taxas/Documentos,0,2200.0,0.0,Web
A001239,S000481,2024-02-11,1415.65,6,Notebook,1,700.0,0.0,App
A001240,S001564,2024-04-04,1714.03,3,Intercâmbio,1,1200.0,276.19,WhatsApp
A001241,S001693,2024-04-03,2402.64,18,Saúde,1,1200.0,104.42,Agência
A001242,S000680,2024-07-13,1949.68,12,Taxas/Documentos,0,950.0,655.0,Web
A001243,S001783,2024-05-17,7357.71,6,Transporte,0,950.0,177.71,App
A001244,S000347,2024-03-14,3925.45,6,Saúde,0,400.0,324.99,Web
A001245,S000095,2024-10-24,1642.3,18,Saúde,1,1600.0,560.42,Web
A001246,S001738,2024-07-22,1493.91,6,Transporte,0,400.0,185.41,App
A001247,S000962,2025-01-18,2866.67,6,Taxas/Documentos,0,1600.0,534.75,App
A001248,S001123,2024-04-13,5194.08,18,Moradia,1,400.0,570.32,App
A001249,S000066,2024-06-28,1404.47,6,Moradia,0,1200.0,539.56,Web
A001250,S000276,2025-01-22,2964.92,3,Notebook,1,1200.0,1301.78,WhatsApp
A001251,S000180,2024-09-02,1947.04,9,Saúde,0,1200.0,1026.64,App
A001252,S000804,2024-04-29,2280.13,12,Moradia,0,0.0,349.16,App
A001253,S000963,2024-05-27,3395.3,12,Taxas/Documentos,0,0.0,193.88,Web
A001254,S001522,2024-03-12,3419.56,12,Transporte,1,400.0,288.54,Agência
A001255,S001599,2024-03-19,2285.12,12,Taxas/Documentos,0,400.0,131.17,Web
A001256,S000580,2024-09-13,2024.77,9,Moradia,1,700.0,259.68,Agência
A001257,S001481,2024-11-08,5381.03,12,Taxas/Documentos,0,400.0,888.52,App
A001258,S000153,2025-01-18,1293.94,18,Transporte,0,950.0,611.74,App
A001259,S001774,2024-03-12,1514.59,18,Intercâmbio,0,1200.0,498.63,Agência
A001260,S001325,2024-03-24,3169.88,9,Notebook,1,1200.0,528.16,App
A001261,S001587,2024-03-28,2769.83,3,Saúde,0,700.0,181.92,App
A001262,S001209,2024-04-27,5940.61,18,Transporte,0,700.0,0.0,App
A001263,S001516,2024-04-12,1974.03,12,Curso,1,1200.0,418.19,App
A001264,S000957,2024-05-23,6015.18,18,Notebook,0,950.0,647.38,App
A001265,S000554,2024-12-02,1574.97,9,Transporte,0,1200.0,735.28,Web
A001266,S000539,2024-08-09,4405.51,18,Intercâmbio,0,400.0,378.04,Agência
A001267,S000915,2024-10-30,1199.2,18,Transporte,0,700.0,238.9,App
A001268,S001635,2024-10-28,1221.25,9,Curso,0,700.0,423.63,Web
A001269,S000824,2024-05-11,3897.87,9,Notebook,0,0.0,290.0,App
A001270,S000650,2024-09-29,1976.57,6,Saúde,0,950.0,0.0,App
A001271,S000473,2024-06-26,2388.38,24,Intercâmbio,0,1600.0,0.0,App
A001272,S000682,2024-07-09,3153.62,9,Intercâmbio,0,950.0,492.65,Agência
A001273,S001709,2024-09-16,835.44,9,Moradia,0,1600.0,225.1,App
A001274,S000379,2025-01-11,5672.92,12,Transporte,0,700.0,880.38,App
A001275,S001524,2024-05-14,2794.97,18,Notebook,0,950.0,491.68,Web
A001276,S000254,2024-12-30,1584.29,12,Taxas/Documentos,0,1600.0,212.22,Agência
A001277,S001678,2024-02-14,1089.55,6,Saúde,0,1600.0,128.02,Web
A001278,S000906,2024-06-06,1131.73,18,Taxas/Documentos,1,400.0,1345.47,Web
A001279,S000390,2024-10-20,1698.29,12,Notebook,0,0.0,335.66,App
A001280,S000212,2024-03-27,2742.09,18,Transporte,0,1200.0,0.0,Agência
A001281,S000680,2024-04-22,2789.99,3,Intercâmbio,0,400.0,291.84,WhatsApp
A001282,S001702,2024-06-05,2637.16,6,Saúde,1,700.0,0.0,App
A001283,S001207,2024-09-19,2161.22,6,Saúde,1,700.0,0.0,Web
A001284,S000926,2024-02-11,3282.94,12,Transporte,1,400.0,113.72,App
A001285,S000556,2024-06-08,905.67,9,Notebook,0,400.0,567.99,Web
A001286,S001705,2024-11-03,7644.51,9,Moradia,0,400.0,245.76,App
A001287,S001093,2024-03-14,876.45,9,Saúde,0,400.0,86.23,App
A001288,S000444,2024-05-10,1350.61,9,Moradia,0,1200.0,156.12,Web
A001289,S000309,2024-11-15,762.14,9,Notebook,0,950.0,467.83,App
A001290,S001541,2024-02-17,2236.08,6,Saúde,1,700.0,777.57,App
A001291,S000817,2024-10-16,3859.32,12,Saúde,0,700.0,244.97,Agência
A001292,S000938,2024-07-23,1200.25,3,Moradia,1,400.0,217.28,App
A001293,S000533,2024-10-14,3130.16,18,Saúde,0,950.0,0.0,App
A001294,S000586,2024-02-08,1713.56,6,Transporte,0,700.0,2328.07,App
A001295,S000580,2024-02-02,2269.17,9,Taxas/Documentos,0,950.0,140.45,App
A001296,S001603,2024-11-22,4407.5,6,Notebook,0,700.0,0.0,WhatsApp
A001297,S000996,2024-10-24,5589.78,18,Moradia,0,1600.0,0.0,App
A001298,S001061,2024-08-27,7255.22,9,Taxas/Documentos,0,700.0,96.77,WhatsApp
A001299,S001455,2025-01-13,1219.97,9,Curso,1,400.0,1764.62,App
A001300,S001171,2024-09-01,3656.24,12,Curso,1,1200.0,729.13,App
A001301,S001351,2025-01-17,2203.15,12,Intercâmbio,0,1200.0,1118.0,Agência
A001302,S000906,2024-11-24,3387.49,9,Saúde,0,2200.0,0.0,App
A001303,S001160,2024-10-10,745.85,12,Taxas/Documentos,1,0.0,522.3,App
A001304,S001101,2024-05-10,1964.51,9,Transporte,1,950.0,0.0,Web
A001305,S000796,2024-02-17,2388.83,24,Moradia,1,0.0,329.55,Web
A001306,S001778,2024-10-10,2202.32,3,Taxas/Documentos,0,400.0,509.09,App
A001307,S001192,2024-02-22,3918.35,3,Intercâmbio,1,1600.0,862.83,App
A001308,S001464,2024-10-07,1119.96,12,Notebook,1,1600.0,347.85,WhatsApp
A001309,S001508,2024-10-31,1812.22,9,Moradia,0,950.0,926.05,App
A001310,S001228,2024-02-09,1528.57,9,Notebook,0,1200.0,451.81,Web
A001311,S001024,2024-11-22,4568.67,12,Curso,1,2200.0,520.3,App
A001312,S001048,2025-01-24,2686.33,9,Transporte,1,1200.0,458.33,Agência
A001313,S000499,2024-02-07,1108.23,9,Saúde,0,0.0,0.0,Agência
A001314,S000222,2024-05-07,914.85,9,Taxas/Documentos,1,0.0,559.69,App
A001315,S000828,2024-06-23,1704.7,12,Curso,0,1200.0,1205.45,WhatsApp
A001316,S000012,2024-05-08,7075.7,6,Curso,1,700.0,304.5,App
A001317,S000168,2025-01-14,7150.69,12,Notebook,0,400.0,245.75,App
A001318,S000307,2025-01-27,3377.94,12,Saúde,1,400.0,427.46,Agência
A001319,S000776,2024-08-21,4132.13,9,Intercâmbio,1,700.0,0.0,App
A001320,S000987,2024-06-09,3361.74,12,Taxas/Documentos,0,2200.0,225.44,App
A001321,S000659,2024-05-09,2255.09,3,Intercâmbio,0,700.0,517.3,Agência
A001322,S001490,2024-05-02,808.97,9,Intercâmbio,0,700.0,217.93,Web
A001323,S000297,2024-07-18,5499.64,18,Saúde,1,1600.0,16.52,WhatsApp
A001324,S000047,2024-12-29,2805.01,3,Intercâmbio,0,950.0,0.0,Web
A001325,S000783,2024-10-25,1191.21,24,Notebook,1,700.0,211.33,App
A001326,S001771,2025-01-04,2418.36,18,Transporte,1,950.0,0.0,Web
A001327,S000590,2024-11-11,3316.04,24,Intercâmbio,1,400.0,228.97,App
A001328,S001726,2024-02-06,2889.9,6,Moradia,1,950.0,0.0,App
A001329,S001541,2024-08-10,778.18,9,Taxas/Documentos,0,950.0,851.07,App
A001330,S001184,2024-10-03,1681.7,9,Moradia,0,1200.0,289.56,App
A001331,S000588,2024-02-15,2979.02,6,Taxas/Documentos,1,700.0,215.92,App
A001332,S000262,2024-11-18,1614.98,6,Moradia,1,950.0,236.33,App
A001333,S001507,2024-07-05,4214.92,12,Notebook,1,700.0,577.12,Web
A001334,S001635,2025-01-04,1410.29,12,Saúde,0,0.0,414.27,App
A001335,S000928,2024-03-20,2376.31,6,Curso,1,1200.0,622.66,Web
A001336,S000607,2025-01-28,8931.11,6,Notebook,1,950.0,405.81,Web
A001337,S000583,2024-10-15,3817.03,9,Transporte,1,400.0,314.22,App
A001338,S001351,2024-04-03,1861.18,6,Curso,0,1200.0,990.65,App
A001339,S000504,2024-09-24,2516.28,18,Taxas/Documentos,1,700.0,54.78,Agência
A001340,S001774,2025-01-03,3225.89,9,Intercâmbio,0,1200.0,235.24,Web
A001341,S000559,2024-11-01,873.45,18,Transporte,1,700.0,654.82,App
A001342,S001131,2024-02-17,1463.98,6,Notebook,0,700.0,866.86,App
A001343,S001603,2024-11-19,1647.95,12,Intercâmbio,1,1200.0,0.0,WhatsApp
A001344,S000826,2024-09-02,5546.32,6,Moradia,0,700.0,516.79,Web
A001345,S000649,2024-10-28,3004.73,12,Curso,1,1200.0,547.64,App
A001346,S001408,2024-05-30,8920.8,18,Transporte,0,950.0,133.8,Web
A001347,S001285,2024-03-27,4220.08,9,Saúde,0,400.0,308.11,App
A001348,S000361,2024-02-07,3285.38,12,Taxas/Documentos,1,0.0,529.41,WhatsApp
